ID,Type,Label,Title,Text
REC_65,Recital,Recital (65),,"(65) Um die Wirksamkeit der in dieser Verordnung festgelegten Verpflichtungen zu gewährleisten und gleichzeitig sicherzustellen, dass diese Verpflichtungen auf das Maß beschränkt sind, das erforderlich ist, um die Bestreitbarkeit zu gewährleisten und den schädlichen Auswirkungen der unfairen Praktiken von Torwächtern zu begegnen, müssen diese Verpflichtungen klar definiert und umrissen werden, damit die Torwächter sie unter uneingeschränkter Einhaltung des anwendbaren Rechts, insbesondere der Verordnung (EU) 2016/679 und der Richtlinie 2002/58/EG sowie der Rechtsvorschriften über Anforderungen des Verbraucherschutzes, der Cybersicherheit, der Produktsicherheit und der Zugänglichkeit, einschließlich der Richtlinie (EU) 2019/882 und der Richtlinie (EU) 2016/2102 des Europäischen Parlaments und des Rates ( 15 ) , vollständig einhalten können. Die Torwächter sollten durch entsprechende Gestaltung dafür sorgen, dass die Vorgaben dieser Verordnung eingehalten werden. Daher sollten die erforderlichen Maßnahmen so weit wie möglich in die Gestaltung der von den Torwächtern genutzten Technik einfließen. In bestimmten Fällen kann es angezeigt sein, dass die Kommission, im Anschluss an einen Dialog mit dem betreffenden Torwächter und nachdem Dritten die Möglichkeit zur Stellungnahme gegeben wurde, einige der Maßnahmen präzisiert, die der betreffende Torwächter ergreifen sollte, um möglicherweise noch näher auszuführende Verpflichtungen oder – im Falle der Umgehung – alle Verpflichtungen wirksam zu erfüllen. Eine solche Präzisierung sollte insbesondere dann möglich sein, wenn die Umsetzung einer möglicherweise noch näher auszuführenden Verpflichtung durch Unterschiede zwischen Diensten innerhalb einer einzigen Kategorie zentraler Plattformdienste beeinflusst werden kann. Zu diesem Zweck sollte der Torwächter die Kommission um die Aufnahme eines Verfahrens ersuchen können, mit dem die Kommission einige der Maßnahmen präzisieren kann, die der betreffende Torwächter ergreifen sollte, um diese Verpflichtungen wirksam zu erfüllen. Ob und wann eine solche Präzisierung erfolgen sollte, sollte im Ermessen der Kommission liegen, wobei die Grundsätze der Gleichbehandlung, der Verhältnismäßigkeit und der guten Verwaltungspraxis zu wahren sind. Dabei sollte die Kommission die wichtigsten Gründe für ihre Einschätzung angeben, einschließlich von Prioritäten für die Durchsetzung. Dieses Verfahren sollte nicht dazu genutzt werden, die Wirksamkeit dieser Verordnung zu untergraben. Darüber hinaus berührt dieses Verfahren nicht die Befugnisse der Kommission, einen Beschluss zu erlassen, mit dem die Nichteinhaltung einer der in dieser Verordnung festgelegten Verpflichtungen durch einen Torwächter festgestellt wird, einschließlich der Möglichkeit, Geldbußen oder Zwangsgelder zu verhängen. Die Kommission sollte Verfahren wiederaufnehmen können, unter anderem wenn die präzisierten Maßnahmen sich als nicht wirksam erweisen. Eine Wiederaufnahme aufgrund einer im Wege eines Beschlusses angenommenen unwirksamen Präzisierung sollte es der Kommission ermöglichen, die Präzisierung vorausschauend zu ändern. Die Kommission sollte auch eine angemessene Frist festlegen können, innerhalb derer das Verfahren wiederaufgenommen werden kann, wenn die präzisierten Maßnahmen sich als nicht wirksam erweisen."
REC_66,Recital,Recital (66),,"(66) Als zusätzliches Element zur Gewährleistung der Verhältnismäßigkeit sollten Torwächter die Möglichkeit erhalten, die Aussetzung einer bestimmten Verpflichtung in dem erforderlichen Umfang zu beantragen, wenn außergewöhnliche Umstände vorliegen, auf die der Torwächter keinen Einfluss hat, wie etwa ein unvorhergesehener externer Schock, durch den ein erheblicher Teil der Nachfrage der Endnutzer nach dem betreffenden zentralen Plattformdienst vorübergehend weggefallen ist; in diesem Falle müsste der Torwächter nachweisen, dass die Erfüllung der betreffenden Verpflichtung die Rentabilität der Geschäftstätigkeit des betreffenden Torwächters in der Union gefährden würde. Die Kommission sollte die außergewöhnlichen Umstände, die die Aussetzung rechtfertigen, ermitteln und diese regelmäßig überprüfen, um zu beurteilen, ob die Voraussetzungen für die Gewährung der Aussetzung noch vorliegen."
REC_67,Recital,Recital (67),,"(67) Unter außergewöhnlichen Umständen, die ausschließlich im Zusammenhang mit der Wahrung der öffentlichen Gesundheit oder der öffentlichen Sicherheit – im Sinne des Unionsrechts und der Auslegung durch den Gerichtshof – vorliegen können, sollte die Kommission einen bestimmten zentralen Plattformdienst per Beschluss von einer bestimmten Verpflichtung befreien können. Werden diese öffentlichen Interessen beeinträchtigt, so könnte dies darauf hindeuten, dass die gesamtgesellschaftlichen Kosten, die infolge der Durchsetzung einer bestimmten Verpflichtung entstünden, in einem bestimmten Ausnahmefall zu hoch und somit unverhältnismäßig sind. Gegebenenfalls sollte die Kommission die Einhaltung erleichtern können, indem sie bewertet, ob eine begrenzte und hinreichend begründete Aussetzung oder Befreiung gerechtfertigt ist. Dies sollte gewährleisten, dass die in dieser Verordnung festgelegten Verpflichtungen verhältnismäßig sind ohne die beabsichtigten Ex-ante-Auswirkungen im Hinblick auf Fairness und Bestreitbarkeit zu untergraben. Wird eine entsprechende Befreiung eingeräumt, so sollte die Kommission ihre Entscheidung jedes Jahr überprüfen."
REC_68,Recital,Recital (68),,"(68) Torwächter sollten die Kommission innerhalb des Zeitrahmens für die Einhaltung ihrer Verpflichtungen nach dieser Verordnung im Wege einer obligatorischen Berichterstattung über die Maßnahmen informieren, deren Umsetzung sie planen oder die sie umgesetzt haben, um die wirksame Einhaltung dieser Verpflichtungen sicherzustellen, einschließlich jener Maßnahmen, die die Einhaltung der Verordnung (EU) 2016/679 betreffen, soweit sie für die Einhaltung der in der vorliegenden Verordnung vorgesehenen Verpflichtungen relevant sind, womit die Kommission in die Lage versetzt werden sollte, ihre Aufgaben nach der vorliegenden Verordnung zu erfüllen. Außerdem sollte eine klare und verständliche nichtvertrauliche Zusammenfassung dieser Informationen öffentlich zugänglich gemacht werden, wobei dem berechtigten Interesse der Torwächter an der Wahrung ihrer Geschäftsgeheimnisse und anderer vertraulicher Informationen Rechnung zu tragen ist. Diese nichtvertrauliche Veröffentlichung sollte es Dritten ermöglichen, zu bewerten, ob die Torwächter die in dieser Verordnung festgelegten Verpflichtungen einhalten. Eine solche Berichterstattung sollte etwaigen Durchsetzungsmaßnahmen, die die Kommission zu einem beliebigen Zeitpunkt nach der Berichterstattung ergreift, nicht vorgreifen. Die Kommission sollte einen Link zu der nichtvertraulichen Zusammenfassung des Berichts sowie alle anderen auf Informationspflichten gemäß dieser Verordnung beruhenden öffentlichen Informationen online veröffentlichen, damit der Zugang zu diesen Informationen in nutzbarer und umfassender Weise, insbesondere für kleine und mittlere Unternehmen (KMU), gewährleistet ist."
REC_69,Recital,Recital (69),,"(69) Die Verpflichtungen der Torwächter sollten nur aktualisiert werden, wenn nach einer gründlichen Untersuchung der Art und Auswirkungen bestimmter Praktiken festgestellt wird, dass diese Praktiken nunmehr als unfair einzustufen sind oder die Bestreitbarkeit ebenso beschränken wie die in dieser Verordnung dargelegten unfairen Praktiken, aber möglicherweise nicht unter die Verpflichtungen dieser Verordnung fallen. Die Kommission sollte entweder von Amts wegen oder auf begründeten Antrag von mindestens drei Mitgliedstaaten eine Untersuchung einleiten können, um festzustellen, ob die bestehenden Verpflichtungen aktualisiert werden müssen. Die Mitgliedstaaten sollten bei der Vorlage solcher begründeter Anträge Informationen über neu eingeführte Angebote von Produkten, Dienstleistungen, Software oder Funktionen aufnehmen können, die Bedenken hinsichtlich der Bestreitbarkeit oder Fairness aufwerfen, unabhängig davon, ob sie im Zusammenhang mit bestehenden zentralen Plattformdiensten oder auf andere Weise umgesetzt werden. Hält es die Kommission im Anschluss an eine Marktuntersuchung für erforderlich, wesentliche Elemente dieser Verordnung zu ändern, etwa durch die Aufnahme neuer Verpflichtungen, die von den in dieser Verordnung behandelten Fragen der Bestreitbarkeit oder Fairness abweichen, so sollte die Kommission einen Vorschlag zur Änderung dieser Verordnung vorlegen."
REC_70,Recital,Recital (70),,"(70) Angesichts der beträchtlichen wirtschaftlichen Macht von Torwächtern ist es wichtig, dass die Verpflichtungen wirksam angewendet und nicht umgangen werden. Zu diesem Zweck sollten die in Rede stehenden Vorschriften auf alle Praktiken eines Torwächters angewendet werden, ungeachtet der Form dieser Praktiken und unabhängig davon, ob sie vertraglicher, geschäftlicher, technischer oder anderer Art sind, solange die Praktik dem Praktiktypus entspricht, der von einer der in dieser Verordnung festgelegten Verpflichtungen erfasst ist. Torwächter sollten kein Verhalten an den Tag legen, das die Wirksamkeit der in dieser Verordnung festgelegten Verbote und Verpflichtungen untergraben würde. Zu solchem Verhalten gehören die vom Torwächter verwendete Gestaltung, die Darstellung der Wahlmöglichkeiten des Endnutzers in einer nicht neutralen Weise oder die Nutzung der Struktur, der Funktion oder der Art und Weise der Bedienung einer Benutzerschnittstelle oder eines Teils davon, um die Nutzerautonomie, die Entscheidungsfindung oder die Wahlmöglichkeit zu beeinträchtigen oder einzuschränken. Darüber hinaus sollte es Torwächtern nicht erlaubt sein, ein Verhalten an den Tag zu legen, das die im Rahmen dieser Verordnung geforderte Interoperabilität untergräbt, beispielsweise durch ungerechtfertigte technische Schutzmaßnahmen, diskriminierende Nutzungsbedingungen, unrechtmäßige Inanspruchnahme eines Urheberrechts in Bezug auf Anwendungsprogrammierschnittstellen oder Bereitstellung irreführender Informationen. Torwächtern sollte es nicht erlaubt sein, ihre Benennung zu umgehen, indem sie ihre zentralen Plattformdienste künstlich segmentieren, aufteilen, unterteilen, fragmentieren oder aufspalten, um die in dieser Verordnung festgelegten quantitativen Schwellenwerte zu umgehen."
REC_71,Recital,Recital (71),,"(71) Die Torwächter sollten der Kommission alle geplanten Übernahmen anderer Unternehmen, die zentrale Plattformdienste oder andere Dienste im digitalen Sektor oder andere Dienste, die die Erhebung von Daten ermöglichen, bereitstellen, im Voraus mitteilen, damit der Torwächter-Status wirksam überprüft und die Liste der zentralen Plattformdienste eines Torwächters angepasst werden können. Solche Informationen sollten nicht nur der Überprüfung des Status einzelner Torwächter dienen; sie sind auch für die Beobachtung breiterer Bestreitbarkeitstendenzen im digitalen Sektor sehr wichtig und können deshalb ein nützlicher zu berücksichtigender Faktor im Rahmen der in dieser Verordnung vorgesehenen Marktuntersuchungen sein. Darüber hinaus sollte die Kommission die Mitgliedstaaten über diese Informationen unterrichten, da sie diese Informationen für die Zwecke der nationalen Fusionskontrolle verwenden können und da die zuständige nationale Behörde diese Übernahmen unter bestimmten Umständen zum Zwecke der Fusionskontrolle an die Kommission verweisen kann. Die Kommission sollte ferner jährlich eine Liste der Übernahmen, über die sie vom Torwächter informiert wurde, veröffentlichen. Um die notwendige Transparenz und Nützlichkeit dieser Unterrichtung zu den verschiedenen in dieser Verordnung vorgesehenen Zwecken zu gewährleisten, sollten die Torwächter mindestens Informationen über die an dem Zusammenschluss beteiligten Unternehmen, ihren unionsweiten und weltweiten Jahresumsatz, ihren Tätigkeitsbereich, einschließlich der unmittelbar mit dem Zusammenschluss in Verbindung stehenden Tätigkeiten, den Transaktionswert oder eine Schätzung desselben, eine zusammenfassende Beschreibung des Zusammenschlusses, einschließlich seiner Art und der ihm zugrunde liegenden Beweggründe, sowie eine Aufstellung der von dem Vorhaben betroffenen Mitgliedstaaten bereitstellen."
REC_72,Recital,Recital (72),,"(72) Bei der Bewertung möglicher negativer Auswirkungen der beobachteten Praktik der Torwächter zur Erhebung und Sammlung großer Datenmengen von Endnutzern müssen die Interessen der Endnutzer hinsichtlich des Schutzes ihrer Daten und ihrer Privatsphäre berücksichtigt werden. Die Gewährleistung eines angemessenen Maßes an Transparenz bei den Profiling-Praktiken der Torwächter – unter anderem, aber nicht begrenzt auf, Profiling im Sinne von Artikel 4 Nummer 4 der Verordnung (EU) 2016/679 – fördert die Bestreitbarkeit der zentralen Plattformdienste. Durch Transparenzanforderungen wird von außen Druck auf Torwächter ausgeübt, tiefgreifendes Verbraucher-Profiling nicht zum Branchenstandard zu machen, zumal potenzielle Markteinsteiger oder neugegründete Unternehmen nicht im gleichen Umfang, mit der gleichen Tiefe und in ähnlicher Größenordnung auf Daten zugreifen können. Eine größere Transparenz dürfte es anderen Unternehmen, die zentrale Plattformdienste bereitstellen, ermöglichen, sich durch anspruchsvollere Garantien für den Schutz der Privatsphäre wirksamer von den etablierten Diensten abzusetzen. Damit diese Transparenzpflicht ein Mindestmaß an Wirksamkeit entfaltet, sollten die Torwächter zumindest eine unabhängig geprüfte Beschreibung der Grundlage darlegen, auf der das Profiling durchgeführt wird, und dabei unter anderem erläutern, ob auf personenbezogene Daten und Daten aus Nutzeraktivitäten im Einklang mit der Verordnung (EU) 2016/679 zurückgegriffen wird, wie diese Daten verarbeitet werden, zu welchem Zweck das Profil erstellt und letztlich genutzt wird, über welchen Zeitraum das Profiling erfolgt, welche Auswirkungen das Profiling auf die Dienste des Torwächters hat, mit welchen Maßnahmen die Endnutzer auf die einschlägige Nutzung eines solchen Profilings wirksam hingewiesen werden und mit welchen Maßnahmen sie um Einwilligung ersucht werden bzw. ihnen die Möglichkeit gegeben wird, ihre Einwilligung zu verweigern oder zu widerrufen. Die Kommission sollte die geprüfte Beschreibung dem Europäischen Datenschutzausschuss übermitteln, damit sie in die Durchsetzung der Datenschutzvorschriften der Union einfließen kann. Die Kommission sollte ermächtigt werden, die Methodik und das Verfahren für die geprüfte Beschreibung zu entwickeln, und zwar in Abstimmung mit dem Europäischen Datenschutzbeauftragten, dem Europäischen Datenschutzausschuss, der Zivilgesellschaft und Sachverständigen, im Einklang mit den Verordnungen (EU) Nr. 182/2011 ( 16 ) und (EU) 2018/1725 ( 17 ) des Europäischen Parlaments und des Rates."
REC_73,Recital,Recital (73),,"(73) Damit die Ziele dieser Verordnung vollständig und dauerhaft erreicht werden, sollte die Kommission darüber befinden können, ob ein Unternehmen, das zentrale Plattformdienste bereitstellt, auch dann als Torwächter zu benennen ist, wenn es die in dieser Verordnung festgelegten quantitativen Schwellenwerte nicht erreicht, ob einem Torwächter, der die Vorgaben systematisch nicht einhält, zusätzliche Abhilfemaßnahmen aufzuerlegen sind, ob zusätzliche Dienste des digitalen Sektors in die Liste der zentralen Plattformdienste aufgenommen werden sollten und ob zusätzliche Praktiken, die in ähnlicher Weise unfair sind und die Bestreitbarkeit digitaler Märkte beschränken, untersucht werden müssen. Wenn die Kommission darüber befindet, sollte sie sich auf Marktuntersuchungen stützen, die innerhalb eines angemessenen Zeitrahmens auf der Grundlage klarer Verfahren und Fristen durchzuführen sind, um die Ex-ante-Auswirkungen dieser Verordnung auf die Bestreitbarkeit und Fairness im digitalen Sektor zu gewährleisten und für die erforderliche Rechtssicherheit zu sorgen."
REC_74,Recital,Recital (74),,"(74) Die Kommission sollte nach einer Marktuntersuchung feststellen können, dass ein Unternehmen, das einen zentralen Plattformdienst bereitstellt, alle grundlegenden qualitativen Kriterien erfüllt, um als Torwächter eingestuft zu werden. Wenn das der Fall ist, sollte das betreffende Unternehmen grundsätzlich alle einschlägigen Verpflichtungen dieser Verordnung erfüllen. Einem Unternehmen, das von der Kommission als Torwächter benannt wurde, weil abzusehen ist, dass es in naher Zukunft eine gefestigte und dauerhafte Position erlangen wird, sollte die Kommission jedoch nur diejenigen Verpflichtungen auferlegen, die erforderlich und geeignet sind, um zu verhindern, dass der betreffende Torwächter hinsichtlich seiner Tätigkeiten eine gefestigte und dauerhafte Position erlangt. In Bezug auf solche neu entstehenden Torwächter sollte die Kommission berücksichtigen, dass dieser Status grundsätzlich vorübergehender Natur ist; daher sollte zu einem bestimmten Zeitpunkt abschließend geprüft werden, ob ein solches Unternehmen, das zentrale Plattformdienste bereitstellt, nunmehr eine gefestigte und dauerhafte Position erlangt hat, sodass ihm alle Verpflichtungen auferlegt werden sollten, oder ob die Benennungsvoraussetzungen letztlich nicht erfüllt sind, sodass alle zuvor auferlegten Verpflichtungen aufgehoben werden sollten."
REC_75,Recital,Recital (75),,"(75) Die Kommission sollte untersuchen und darüber befinden, ob durch zusätzliche verhaltensbezogene oder gegebenenfalls strukturelle Abhilfemaßnahmen sichergestellt werden sollte, dass der Torwächter die Ziele dieser Verordnung nicht unterlaufen kann, indem er eine oder mehrere der in dieser Verordnung festgelegten Verpflichtungen systematisch nicht erfüllt. Dies ist der Fall, wenn die Kommission gegen einen Torwächter innerhalb eines Zeitraums von acht Jahren mindestens drei Nichteinhaltungsbeschlüsse erlassen hat, die verschiedene zentrale Plattformdienste und verschiedene in dieser Verordnung festgelegte Verpflichtungen betreffen können, und wenn der Torwächter seine Auswirkungen auf den Binnenmarkt, die wirtschaftliche Abhängigkeit seiner gewerblichen Nutzer und Endnutzer von den zentralen Plattformdiensten des Torwächters oder die Festigung seiner Position aufrechterhalten, ausgeweitet oder weiter verstärkt hat. Es sollte davon ausgegangen werden, dass ein Torwächter seine Position als Torwächter aufrechterhalten, ausgeweitet oder verstärkt hat, wenn er trotz der von der Kommission ergriffenen Durchsetzungsmaßnahmen seine Bedeutung für gewerbliche Nutzer als Zugangstor zu Endnutzern beibehalten oder weiter konsolidiert oder gefestigt hat. In solchen Fällen sollte die Kommission befugt sein, unter gebührender Beachtung des Grundsatzes der Verhältnismäßigkeit eine verhaltensbezogene oder strukturelle Abhilfemaßnahme zu verhängen. Sofern eine derartige Abhilfemaßnahme angemessen und erforderlich ist, um die durch die systematische Nichteinhaltung beeinträchtigte Fairness und Bestreitbarkeit aufrechtzuerhalten oder wiederherzustellen, sollte die Kommission in diesem Zusammenhang befugt sein, dem Torwächter für einen begrenzten Zeitraum zu untersagen, einen Zusammenschluss bezüglich dieser zentralen Plattformdienste oder der anderen im digitalen Sektor erbrachten Dienste oder der die Datenerhebung ermöglichenden Dienste, die durch die systematische Nichteinhaltung betroffen sind, einzugehen. Um eine wirksame Beteiligung Dritter zu ermöglichen und damit Abhilfemaßnahmen vor ihrer Anwendung getestet werden können, sollte die Kommission eine detaillierte nichtvertrauliche Zusammenfassung des Falls und der zu ergreifenden Maßnahmen veröffentlichen. Die Kommission sollte Verfahren wiederaufnehmen können, unter anderem wenn die präzisierten Abhilfemaßnahmen sich als nicht wirksam erweisen. Eine Wiederaufnahme aufgrund im Wege eines Beschlusses angenommener unwirksamer Abhilfemaßnahmen sollte es der Kommission ermöglichen, die Abhilfemaßnahmen vorausschauend zu ändern. Die Kommission sollte auch eine angemessene Frist festlegen können, innerhalb derer es möglich sein sollte, das Verfahren wiederaufzunehmen, wenn die Abhilfemaßnahmen sich als nicht wirksam erweisen."
REC_76,Recital,Recital (76),,"(76) Wenn ein Torwächter der Kommission im Zuge einer Untersuchung in Bezug auf systematische Nichteinhaltung Verpflichtungszusagen anbietet, sollte die Kommission die Möglichkeit haben, diese Verpflichtungszusagen per Beschluss für den betreffenden Torwächter für bindend zu erklären, wenn sie feststellt, dass durch diese Verpflichtungszusagen die wirksame Einhaltung der in dieser Verordnung festgelegten Verpflichtungen gewährleistet wird. In dem betreffenden Beschluss sollte auch festgestellt werden, dass für ein Tätigwerden der Kommission in Bezug auf die systematische Nichteinhaltung, die Gegenstand der Untersuchung ist, kein Anlass mehr besteht. Wenn die Kommission bewertet, ob die vom Torwächter angebotenen Verpflichtungszusagen ausreichend sind, um die wirksame Einhaltung der Verpflichtungen nach dieser Verordnung sicherzustellen, sollte sie die Möglichkeit haben, vom Torwächter durchgeführte Tests zum Nachweis der Wirksamkeit der angebotenen Verpflichtungszusagen in der Praxis zu berücksichtigen. Die Kommission sollte überprüfen, ob der Beschluss über die Verpflichtungszusagen uneingeschränkt geachtet wird und die damit verfolgten Ziele erreicht werden, und sie sollte befugt sein, den Beschluss wiederaufzunehmen, wenn sie feststellt, dass die Verpflichtungszusagen nicht wirksam sind."
REC_77,Recital,Recital (77),,"(77) Die Dienste im digitalen Sektor und die Arten von Praktiken im Zusammenhang mit diesen Diensten können sich innerhalb kurzer Zeit stark ändern. Um sicherzustellen, dass diese Verordnung auf dem aktuellen Stand bleibt und eine wirksame und ganzheitliche regulatorische Lösung zur Bewältigung der im Zusammenhang mit Torwächtern auftretenden Probleme darstellt, sollten die mit dieser Verordnung eingeführten Listen der zentralen Plattformdienste und die in dieser Verordnung vorgesehenen Verpflichtungen regelmäßig überprüft werden. Dies ist insbesondere wichtig um sicherzustellen, dass eine Verhaltensweise, die wahrscheinlich die Bestreitbarkeit zentraler Plattformdienste beschränkt oder unfair ist, aufgedeckt wird. Angesichts des dynamischen Wandels im digitalen Sektor sollte zwar regelmäßig eine Überprüfung durchgeführt werden, solche Überprüfungen sollten jedoch in einem angemessenen zeitlichen Rahmen erfolgen, um hinsichtlich der regulatorischen Rahmenbedingungen Rechtssicherheit zu gewährleisten. Außerdem sollte durch Marktuntersuchungen sichergestellt werden, dass die Kommission auf Basis einer soliden Beweisgrundlage beurteilen kann, ob sie vorschlagen sollte, diese Verordnung dahin gehend zu ändern, dass die Listen der zentralen Plattformdienste überarbeitet, ergänzt oder weiter präzisiert werden. Zudem sollte durch Marktuntersuchungen sichergestellt werden, dass die Kommission auf Basis einer soliden Faktengrundlage beurteilen kann, ob sie vorschlagen sollte, die mit dieser Verordnung festgelegten Verpflichtungen zu ändern, oder ob sie einen delegierten Rechtsakt zur Aktualisierung der Verpflichtungen erlassen sollte."
REC_78,Recital,Recital (78),,"(78) In Bezug auf Verhaltensweisen von Torwächtern, die nicht unter die in dieser Verordnung festgelegten Verpflichtungen fallen, sollte die Kommission eine Marktuntersuchung zu neuen Dienstleistungen und neuen Praktiken einleiten können, um festzustellen, ob die in dieser Verordnung festgelegten Verpflichtungen durch einen delegierten Rechtsakt, der in den in der Verordnung für delegierte Rechtsakte festgelegten Geltungsbereich der Ermächtigung fällt, oder durch die Vorlage eines Vorschlags zur Änderung dieser Verordnung ergänzt werden sollten. Dies berührt nicht die Möglichkeit der Kommission, in geeigneten Fällen ein Verfahren nach Artikel 101 oder 102 AEUV einzuleiten. Ein solches Verfahren sollte gemäß der Verordnung (EG) Nr. 1/2003 des Rates ( 18 ) durchgeführt werden. In dringenden Fällen, in denen die Gefahr eines schweren und nicht wiedergutzumachenden Schadens für den Wettbewerb besteht, sollte die Kommission den Erlass einstweiliger Maßnahmen gemäß Artikel 8 der Verordnung (EG) Nr. 1/2003 in Erwägung ziehen."
REC_79,Recital,Recital (79),,"(79) Falls Torwächter unfaire oder die Bestreitbarkeit von im Rahmen dieser Verordnung benannten zentralen Plattformdiensten beschränkende Praktiken an den Tag legen und diese Praktiken nicht ausdrücklich von den in dieser Verordnung festgelegten Verpflichtungen erfasst werden, sollte die Kommission diese Verordnung durch delegierte Rechtsakte aktualisieren können. Solche Aktualisierungen im Wege delegierter Rechtsakte sollten denselben Untersuchungsstandards genügen und ihnen sollte daher eine Marktuntersuchung vorausgegangen sein. Ferner sollte die Kommission bei der Ermittlung solcher Arten von Praktiken einen vordefinierten Standard zugrunde legen. Dieser rechtliche Standard sollte dafür sorgen, dass hinreichend vorhersehbar ist, welche Arten von Verpflichtungen Torwächtern nach dieser Verordnung jederzeit auferlegt werden könnten."
REC_80,Recital,Recital (80),,"(80) Mit Blick auf eine wirksame Durchführung und Einhaltung dieser Verordnung sollte die Kommission über umfangreiche Untersuchungs- und Durchsetzungsbefugnisse verfügen, sodass sie die Einhaltung der in dieser Verordnung festgelegten Vorschriften untersuchen, durchsetzen und überwachen kann und gleichzeitig das Grundrecht auf Anhörung und Akteneinsicht im Rahmen des Durchsetzungsverfahrens gewahrt ist. Die Kommission sollte über diese Untersuchungsbefugnisse auch in Bezug auf die Durchführung von Marktuntersuchungen verfügen, unter anderem im Hinblick auf die Aktualisierung und Überprüfung dieser Verordnung."
REC_81,Recital,Recital (81),,"(81) Die Kommission sollte die Befugnis erhalten, die für die Zwecke dieser Verordnung erforderlichen Auskünfte zu verlangen. Insbesondere sollte die Kommission Zugang zu allen relevanten Unterlagen, Daten, Datenbanken, Algorithmen und Informationen haben, die für die Einleitung und Durchführung von Untersuchungen und die Überwachung der Einhaltung der in dieser Verordnung festgelegten Verpflichtungen erforderlich sind, unabhängig davon, wer diese Informationen besitzt, und unabhängig von ihrer Form, ihrem Format, dem Speichermedium oder dem Ort ihrer Speicherung."
REC_82,Recital,Recital (82),,"(82) Die Kommission sollte von Unternehmen oder Unternehmensvereinigungen direkt verlangen können, sachdienliche Beweismittel, Daten und Informationen vorzulegen. Darüber hinaus sollte die Kommission von zuständigen Behörden eines Mitgliedstaats sowie von jeder natürlichen oder juristischen Person alle für die Zwecke dieser Verordnung erforderlichen Informationen verlangen können. Im Zusammenhang mit der Einhaltung der Vorgaben eines Beschlusses der Kommission müssen Unternehmen Fragen zum Sachverhalt beantworten und Unterlagen vorlegen."
REC_83,Recital,Recital (83),,"(83) Ferner sollte die Kommission die Befugnis erhalten, Nachprüfungen bei allen Unternehmen oder Unternehmensvereinigungen durchzuführen und Personen zu befragen, die über sachdienliche Informationen verfügen könnten, und die abgegebenen Erklärungen aufzuzeichnen."
REC_84,Recital,Recital (84),,"(84) Einstweilige Maßnahmen können ein wichtiges Instrument sein, um sicherzustellen, dass die untersuchte Zuwiderhandlung nicht während einer laufenden Untersuchung zu einem schweren und nicht wiedergutzumachenden Schaden für gewerbliche Nutzer oder Endnutzer von Torwächtern führt. Sie sind ein wichtiges Mittel, um Entwicklungen zu vermeiden, die durch einen Beschluss der Kommission am Ende des Verfahrens nur sehr schwer wieder rückgängig zu machen wären. Die Kommission sollte daher befugt sein, im Rahmen eines Verfahrens, das im Hinblick auf den möglichen Erlass eines Nichteinhaltungsbeschlusses eingeleitet wurde, einstweilige Maßnahmen anzuordnen. Diese Befugnis sollte in Fällen gelten, in denen die Kommission prima facie eine Zuwiderhandlung gegen Verpflichtungen durch Torwächter festgestellt hat und in denen die Gefahr eines schweren und nicht wiedergutzumachenden Schadens für gewerbliche Nutzer oder Endnutzer von Torwächtern besteht. Einstweilige Maßnahmen sollen nur eine befristete Geltungsdauer haben, entweder ein Zeitraum, der mit dem Abschluss des Verfahrens durch die Kommission endet, oder für einen festgelegten Zeitraum, der sofern erforderlich und angemessen verlängerbar ist."
REC_85,Recital,Recital (85),,"(85) Die Kommission sollte geeignete Maßnahmen ergreifen können, um die wirksame Umsetzung und Einhaltung der in dieser Verordnung genannten Verpflichtungen zu überwachen. So sollte die Kommission unabhängige externe Sachverständige und Rechnungsprüfer bestellen können, die die Kommission bei dieser Aufgabe unterstützen – gegebenenfalls auch Sachverständige zuständiger Behörden der Mitgliedstaaten wie Datenschutz- oder Verbraucherschutzbehörden. Bei der Bestellung der Rechnungsprüfer sollte die Kommission für ausreichend Rotation sorgen."
REC_86,Recital,Recital (86),,"(86) Die Einhaltung der in dieser Verordnung festgelegten Verpflichtungen sollte durch Geldbußen und Zwangsgelder durchgesetzt werden können. Zu diesem Zweck sollten die Nichteinhaltung von Verpflichtungen sowie Verstöße gegen Verfahrensregeln mit angemessenen Geldbußen und Zwangsgeldern belegt und angemessene Verjährungsfristen festgelegt werden; dabei sollten die Grundsätze der Verhältnismäßigkeit und des Verbots der doppelten Strafverfolgung beachtet werden. Die Kommission und die einschlägigen nationalen Behörden sollten ihre Durchsetzungsbemühungen abstimmen, damit sichergestellt ist, dass diese Grundsätze beachtet werden. Insbesondere sollte die Kommission allen Geldbußen und Zwangsgeldern Rechnung tragen, die im Wege einer endgültigen Entscheidung in einem Verfahren wegen einer Zuwiderhandlung gegen andere Vorschriften der Union oder nationale Vorschriften wegen desselben Sachverhalts gegen dieselbe juristische Person verhängt wurden, damit sichergestellt ist, dass die insgesamt verhängten Geldbußen und Zwangsgelder der Schwere der begangenen Zuwiderhandlung entsprechen."
