ID,Type,Label,Title,Text
REC_33,Recital,Recital (33),,"(33) Aux fins du présent règlement, l’iniquité devrait être liée à un déséquilibre entre les droits et obligations des entreprises utilisatrices lorsque le contrôleur d’accès obtient un avantage disproportionné. Les acteurs du marché, y compris les entreprises utilisatrices de services de plateforme essentiels et les autres fournisseurs de services fournis en accompagnement ou à l’appui de ces services de plateforme essentiels, devraient être en mesure de tirer adéquatement parti des avantages découlant de leurs efforts d’innovation ou autres. En raison de leur position de point d’accès et de leur pouvoir de négociation supérieur, il se peut que les contrôleurs d’accès aient des comportements qui ne permettent pas à d’autres de tirer pleinement parti des avantages de leurs propres contributions et qu’ils fixent unilatéralement des conditions déséquilibrées pour l’utilisation de leurs services de plateforme essentiels ou des services fournis en accompagnement ou à l’appui de leurs services de plateforme essentiels. Ce déséquilibre n’est pas exclu du simple fait que le contrôleur d’accès offre gratuitement un service particulier à un groupe spécifique d’utilisateurs, et il peut également consister à écarter ou à défavoriser les entreprises utilisatrices, en particulier si ces dernières sont en concurrence avec les services fournis par le contrôleur d’accès. Le présent règlement devrait donc imposer des obligations aux contrôleurs d’accès pour ce qui est de ce type de comportements."
REC_34,Recital,Recital (34),,"(34) La contestabilité et l’équité sont étroitement liées. L’absence de contestabilité ou la faible contestabilité d’un service donné peut permettre à un contrôleur d’accès de se livrer à des pratiques déloyales. De même, les pratiques déloyales d’un contrôleur d’accès peuvent réduire la possibilité pour les entreprises utilisatrices ou autres de contester sa position. Une obligation spécifique prévue par le présent règlement peut donc porter sur ces deux éléments."
REC_35,Recital,Recital (35),,"(35) Dans la mesure où il n’existe pas de mesures alternatives moins restrictives qui conduiraient au même résultat, eu égard au besoin de protéger l’ordre public et la vie privée, et de lutter contre les pratiques commerciales frauduleuses et trompeuses, les obligations énoncées dans le présent règlement sont donc nécessaires pour répondre aux questions d’intérêt général soulevées."
REC_36,Recital,Recital (36),,"(36) Les contrôleurs d’accès collectent souvent directement les données à caractère personnel des utilisateurs finaux aux fins de la fourniture de services de publicité en ligne lorsque les utilisateurs finaux utilisent des sites internet et des applications logicielles de tiers. Les tiers fournissent en outre aux contrôleurs d’accès les données à caractère personnel de leurs utilisateurs finaux aux fins de l’utilisation de certains services fournis par les contrôleurs d’accès dans le cadre de leurs services de plateforme essentiels, par exemple des audiences personnalisées. Le traitement, aux fins de la fourniture de services de publicité en ligne, de données à caractère personnel de tiers utilisant des services de plateforme essentiels offre aux contrôleurs d’accès des avantages potentiels en ce qui concerne l’accumulation de données, érigeant de ce fait des barrières à l’entrée. En effet, les contrôleurs d’accès traitent des données à caractère personnel d’un nombre nettement plus élevé de tiers que d’autres entreprises. Des avantages similaires résultent des pratiques consistant i) à combiner les données à caractère personnel des utilisateurs finaux collectées auprès d’un service de plateforme essentiel avec les données collectées auprès d’autres services, ii) à recourir à l’utilisation croisée de données à caractère personnel provenant d’un service de plateforme essentiel dans d’autres services proposés séparément par le contrôleur d’accès, notamment ceux qui ne sont pas fournis en accompagnement ou à l’appui du service de plateforme essentiel concerné, et vice versa, ou iii) à connecter des utilisateurs finaux à différents services de contrôleurs d’accès afin de combiner des données à caractère personnel. Afin d’éviter que la contestabilité des services de plateforme essentiels ne soit injustement compromise par les contrôleurs d’accès, ceux-ci devraient permettre aux utilisateurs finaux de choisir librement d’adhérer à de telles pratiques de traitement de données et de connexion en proposant une autre possibilité moins personnalisée, mais équivalente, et sans subordonner l’utilisation du service de plateforme essentiel ou certaines de ses fonctionnalités au consentement de l’utilisateur final. Cela devrait être sans préjudice du fait que le contrôleur d’accès traite des données à caractère personnel ou connecte des utilisateurs finaux à un service, en invoquant comme base juridique l’article 6, paragraphe 1, points c), d) et e), du règlement (UE) 2016/679, mais pas l’article 6, paragraphe 1, points b) et f), dudit règlement."
REC_37,Recital,Recital (37),,"(37) L’autre possibilité moins personnalisée ne devrait pas être différente ou de qualité moindre par rapport au service offert aux utilisateurs finaux qui donnent leur consentement, sauf si une baisse de la qualité résulte directement du fait que le contrôleur d’accès n’est pas en mesure de traiter ces données à caractère personnel ou de connecter les utilisateurs finaux à un service. Il ne devrait pas être plus difficile de ne pas donner son consentement que de le donner. Lorsque le contrôleur d’accès demande le consentement, il devrait prendre les devants et présenter une solution conviviale à l’utilisateur final pour que celui-ci puisse donner, modifier ou retirer son consentement de façon explicite, claire et simple. En particulier, le consentement devrait être donné par une déclaration ou un acte positif clair par lequel l’utilisateur final manifeste de façon libre, spécifique, éclairée et univoque son accord, au sens du règlement (UE) 2016/679. Au moment de donner son consentement, et uniquement lorsqu’il y a lieu, l’utilisateur final devrait être informé que le fait de ne pas donner son consentement peut se traduire par une offre moins personnalisée, mais que, à tous autres égards, le service de plateforme essentiel restera inchangé et qu’aucune fonctionnalité ne sera supprimée. À titre exceptionnel, si le consentement ne peut être donné directement au service de plateforme essentiel du contrôleur d’accès, les utilisateurs finaux devraient être en mesure de donner leur consentement par l’intermédiaire de chaque service tiers qui utilise ce service de plateforme essentiel, pour permettre au contrôleur d’accès de traiter des données à caractère personnel aux fins de la fourniture de services de publicité en ligne. Enfin, il devrait être aussi simple de retirer son consentement que de le donner. Les contrôleurs d’accès ne devraient pas concevoir, organiser ou exploiter leurs interfaces en ligne de façon à tromper ou à manipuler les utilisateurs finaux ou, de toute autre manière, à altérer ou à limiter substantiellement la capacité des utilisateurs finaux de donner librement leur consentement. En particulier, les contrôleurs d’accès ne devraient pas être autorisés à demander plus d’une fois par an aux utilisateurs finaux de donner leur consentement pour une finalité de traitement identique à celle pour laquelle ils n’ont initialement pas donné leur consentement ou ont retiré leur consentement. Le présent règlement est sans préjudice du règlement (UE) 2016/679, y compris son cadre d’application, qui reste pleinement applicable en ce qui concerne toute réclamation introduite par des personnes concernées en rapport avec une infraction aux droits que leur confère ledit règlement."
REC_38,Recital,Recital (38),,"(38) Les enfants méritent une protection spécifique en ce qui concerne leurs données à caractère personnel, notamment pour ce qui est de l’utilisation de leurs données à caractère personnel à des fins de communication commerciale ou de création de profils d’utilisateurs. La protection des enfants en ligne est un objectif important de l’Union, qui devrait être pris en compte dans le droit applicable de l’Union. Dans ce contexte, il convient de prendre dûment en considération le règlement relatif au marché intérieur des services numériques. Aucune disposition du présent règlement ne dispense les contrôleurs d’accès de l’obligation de protéger les enfants prévue dans le droit applicable de l’Union."
REC_39,Recital,Recital (39),,"(39) Dans certains cas, par exemple lorsqu’ils imposent des conditions contractuelles, les contrôleurs d’accès peuvent restreindre la capacité des entreprises utilisatrices de leurs services d’intermédiation en ligne de proposer des produits ou des services aux utilisateurs finaux à des conditions plus favorables, notamment en matière de prix, par le biais d’autres services d’intermédiation en ligne ou de canaux de vente directe en ligne. Lorsque de telles restrictions concernent des services d’intermédiation en ligne de tiers, elles limitent la contestabilité interplateformes, et donc le choix des utilisateurs finaux pour ce qui est des autres services d’intermédiation en ligne. Lorsque ces restrictions concernent des canaux de vente directe en ligne, elles limitent injustement la liberté des entreprises utilisatrices d’utiliser ces canaux. Pour que les entreprises utilisatrices des services d’intermédiation en ligne des contrôleurs d’accès puissent librement choisir d’autres services d’intermédiation en ligne ou d’autres canaux de vente directe en ligne, et différencier les conditions dans lesquelles elles proposent leurs produits ou services aux utilisateurs finaux, les contrôleurs d’accès ne devraient pas être autorisés à limiter les entreprises utilisatrices dans leur choix de différencier les conditions commerciales, y compris les prix. Une telle restriction devrait s’appliquer à toute mesure dont les effets sont équivalents, telle que l’augmentation des taux de commission ou le déréférencement des offres des entreprises utilisatrices."
REC_40,Recital,Recital (40),,"(40) Afin d’éviter une aggravation de leur dépendance à l’égard des services de plateforme essentiels des contrôleurs d’accès et de promouvoir le multihébergement, les entreprises utilisatrices de ces contrôleurs d’accès devraient être libres de promouvoir et de choisir le canal de distribution qu’elles jugent le plus approprié pour interagir avec les utilisateurs finaux qu’elles ont déjà acquis par l’intermédiaire des services de plateforme essentiels fournis par les contrôleurs d’accès ou d’autres canaux. Cela devrait être valable pour la promotion des offres, y compris au moyen d’une application logicielle de l’entreprise utilisatrice, ainsi que pour toute forme de communication et de conclusion de contrats entre les entreprises utilisatrices et les utilisateurs finaux. Un utilisateur final est un utilisateur final acquis s’il a déjà établi une relation commerciale avec l’entreprise utilisatrice et que, le cas échéant, le contrôleur d’accès a été rémunéré directement ou indirectement par l’entreprise utilisatrice pour faciliter l’acquisition initiale de l’utilisateur final par l’entreprise utilisatrice. De telles relations commerciales peuvent être payantes ou gratuites, par exemple, des essais gratuits, des niveaux de service gratuits, et peuvent avoir été établies soit via le service de plateforme essentiel du contrôleur d’accès, soit par tout autre canal. Inversement, les utilisateurs finaux devraient également être libres de choisir les offres de ces entreprises utilisatrices et de conclure des contrats avec elles, soit, le cas échéant, par l’intermédiaire des services de plateforme essentiels du contrôleur d’accès, soit à partir d’un canal de distribution direct de l’entreprise utilisatrice ou d’un autre canal indirect auquel l’entreprise utilisatrice a recours."
REC_41,Recital,Recital (41),,"(41) La capacité des utilisateurs finaux d’acheter du contenu, des abonnements, des fonctionnalités ou autres en dehors des services de plateforme essentiels des contrôleurs d’accès ne devrait être ni compromise ni restreinte. Il convient particulièrement d’éviter une situation dans laquelle les contrôleurs d’accès restreignent l’utilisation de ces services et l’accès à ces services par les utilisateurs finaux au moyen d’une application logicielle fonctionnant sur leur service de plateforme essentiel. Par exemple, les abonnés à un contenu en ligne acheté sans passer par une application logicielle, une boutique d’applications logicielles ou un assistant virtuel ne devraient pas être empêchés d’accéder à ce contenu en ligne sur une application logicielle du service de plateforme essentiel du contrôleur d’accès au seul motif que l’achat s’est fait sans passer par cette application logicielle, cette boutique d’applications logicielles ou cet assistant virtuel."
REC_42,Recital,Recital (42),,"(42) Garantir le droit des entreprises utilisatrices et utilisateurs finaux, y compris les lanceurs d’alerte, de faire part de préoccupations quant aux pratiques déloyales des contrôleurs d’accès en signalant tout problème lié au non-respect du droit de l’Union ou national pertinent à toute autorité administrative ou autre autorité publique compétente, y compris les juridictions nationales, est essentiel à la préservation d’un environnement commercial équitable et à la protection de la contestabilité du secteur numérique. Par exemple, il se peut que des entreprises utilisatrices ou des utilisateurs finaux veuillent se plaindre de différents types de pratiques déloyales, tels que des conditions d’accès discriminatoires, la clôture injustifiée de comptes d’entreprises utilisatrices ou la motivation peu claire de déréférencements de produits. Par conséquent, toute pratique qui constituerait un obstacle pour ces utilisateurs ou qui les empêcherait de quelque manière que ce soit de faire part de leurs préoccupations ou de demander réparation, au moyen par exemple de clauses de confidentialité dans les accords ou d’autres conditions écrites, devrait être interdite. Cette interdiction devrait être sans préjudice du droit des entreprises utilisatrices et des contrôleurs d’accès d’établir, dans leurs accords, les conditions d’utilisation, y compris le recours à des mécanismes légaux de traitement des plaintes, notamment à tout mécanisme de règlement extrajudiciaire des litiges, ou le recours à la compétence de tribunaux spécifiques dans le respect du droit de l’Union et du droit national applicable. Cela devrait également être sans préjudice du rôle que jouent les contrôleurs d’accès dans la lutte contre la présence de contenus illicites en ligne."
REC_43,Recital,Recital (43),,"(43) Certains services fournis en accompagnement ou à l’appui des services de plateforme essentiels pertinents du contrôleur d’accès, par exemple les services d’identification, les moteurs de navigateurs internet, les services de paiement ou les services techniques qui soutiennent la fourniture de services de paiement, tels que les systèmes de paiement pour les achats intégrés dans des applications, sont essentiels pour que les entreprises utilisatrices puissent mener leurs activités et pour leur permettre d’optimiser leurs services. En particulier, chaque navigateur est construit sur un moteur de navigateur internet, qui est responsable des principales fonctionnalités du navigateur, telles que la vitesse, la fiabilité et la compatibilité internet. Lorsque les contrôleurs d’accès exploitent et imposent des moteurs de navigateurs internet, ils sont en mesure de déterminer quelles fonctionnalités et quelles normes s’appliqueront non seulement à leurs propres navigateurs internet, mais aussi aux navigateurs internet concurrents et, en aval, aux applications logicielles internet. Les contrôleurs d’accès ne devraient donc pas tirer parti de leur position pour exiger des entreprises utilisatrices qui dépendent d’eux qu’elles recourent à l’un quelconque des services fournis en accompagnement ou à l’appui des services de plateforme essentiels par le contrôleur d’accès lui-même dans le cadre de la fourniture de services ou de produits par ces entreprises utilisatrices. Pour éviter une situation dans laquelle les contrôleurs d’accès imposent indirectement aux entreprises utilisatrices leurs propres services fournis en accompagnement ou à l’appui des services de plateforme essentiels, il devrait en outre être interdit aux contrôleurs d’accès d’exiger des utilisateurs finaux qu’ils recourent à ces services lorsque cette exigence serait imposée dans le contexte du service fourni aux utilisateurs finaux par l’entreprise utilisatrice qui recourt au service de plateforme essentiel du contrôleur d’accès. Cette interdiction vise à protéger la liberté de l’entreprise utilisatrice de choisir d’autres services que ceux du contrôleur d’accès et ne devrait pas être interprétée comme obligeant l’entreprise utilisatrice à proposer de telles alternatives à ses utilisateurs finaux."
REC_44,Recital,Recital (44),,"(44) Le procédé consistant à exiger des entreprises utilisatrices ou des utilisateurs finaux qu’ils s’abonnent ou s’enregistrent auprès de tout autre service de plateforme essentiel d’un contrôleur d’accès énuméré dans la décision de désignation ou qu’ils atteignent les seuils quantitatifs concernant les utilisateurs finaux actifs et les entreprises utilisatrices actives fixés dans le présent règlement, comme condition d’utilisation, d’accès, d’inscription ou d’enregistrement pour un service de plateforme essentiel, donne aux contrôleurs d’accès un moyen de capter ou de rendre captifs de nouvelles entreprises utilisatrices et de nouveaux utilisateurs finaux pour ses services de plateforme essentiels en faisant en sorte que les entreprises utilisatrices ne puissent accéder à un service de plateforme essentiel sans s’enregistrer ou créer un compte dans le but de recevoir un deuxième service de plateforme essentiel. Ce procédé confère également aux contrôleurs d’accès un avantage potentiel en ce qui concerne l’accumulation de données. En tant que tel, il est donc susceptible d’ériger des barrières à l’entrée et devrait être interdit."
REC_45,Recital,Recital (45),,"(45) Les conditions dans lesquelles les contrôleurs d’accès fournissent des services de publicité en ligne aux entreprises utilisatrices, dont les annonceurs et les éditeurs, manquent souvent de transparence et sont opaques. Cette opacité est en partie liée aux pratiques de quelques plateformes, mais elle résulte aussi de la complexité même de la publicité programmatique moderne. On estime que ce secteur est devenu moins transparent après l’introduction de la nouvelle législation portant sur la vie privée. Pour les annonceurs et les éditeurs, cela conduit souvent à un manque d’informations et de connaissances quant aux conditions des services de publicité en ligne qu’ils achètent et compromet leur capacité à changer d’entreprise fournissant des services de publicité en ligne. En outre, les coûts des services de publicité en ligne dans ces conditions sont susceptibles d’être plus élevés que dans un environnement de plateforme plus équitable, plus transparent et contestable. Ces coûts plus élevés se répercuteront vraisemblablement sur les prix que paieront les utilisateurs finaux pour de nombreux produits et services quotidiens qui reposent sur l’utilisation des services de publicité en ligne. Les obligations de transparence devraient donc exiger des contrôleurs d’accès qu’ils communiquent gratuitement aux annonceurs et éditeurs à qui ils fournissent des services de publicité en ligne, sur demande, les informations nécessaires aux deux parties pour comprendre le prix payé pour chacun des différents services de publicité en ligne fournis dans le cadre de la chaîne de valeur publicitaire correspondante. Ces informations devraient être fournies, sur demande, à un annonceur au niveau d’une publicité individuelle en ce qui concerne le prix et les honoraires facturés à cet annonceur et, sous réserve de l’accord de l’éditeur propriétaire de l’inventaire dans lequel la publicité est affichée, la rémunération perçue par cet éditeur consentant. La fourniture quotidienne de ces informations permettra aux annonceurs de recevoir des informations présentant un niveau de granularité suffisant pour comparer les coûts d’utilisation des services de publicité en ligne des contrôleurs d’accès aux coûts liés à l’utilisation des services de publicité en ligne d’autres entreprises. Si certains éditeurs ne donnent pas leur consentement au partage des informations pertinentes avec l’annonceur, le contrôleur d’accès devrait fournir à l’annonceur les informations relatives à la rémunération moyenne journalière perçue par ces éditeurs pour les publicités concernées. La même obligation et les mêmes principes de partage des informations pertinentes concernant la fourniture de services de publicité en ligne devraient s’appliquer aux demandes des éditeurs. Étant donné que les contrôleurs d’accès peuvent utiliser différents modèles de tarification pour la fourniture de services de publicité en ligne aux annonceurs et aux éditeurs, par exemple un prix par impression, par vue ou tout autre critère, les contrôleurs d’accès devraient également indiquer la méthode de calcul de chacun des prix et de chacune des rémunérations."
REC_46,Recital,Recital (46),,"(46) Dans certaines circonstances, un contrôleur d’accès joue un double rôle lorsque, en tant qu’entreprise fournissant des services de plateforme essentiels, il fournit à ses entreprises utilisatrices un service de plateforme essentiel et éventuellement d’autres services fournis en accompagnement ou à l’appui de ce service de plateforme essentiel, et que, parallèlement, il se trouve ou compte se trouver en concurrence avec ces mêmes entreprises pour la fourniture aux mêmes utilisateurs finaux de services ou de produits identiques ou similaires. Dans de telles circonstances, un contrôleur d’accès peut profiter de son double rôle pour utiliser des données générées ou fournies par ses entreprises utilisatrices dans le cadre des activités qu’elles exercent lorsqu’elles ont recours aux services de plateforme essentiels ou aux services fournis en accompagnement ou à l’appui de ces services de plateforme essentiels, aux fins de ses propres services ou produits. Les données de l’entreprise utilisatrice peuvent également inclure toutes données générées par les activités de ses utilisateurs finaux ou fournies au cours de ces activités. Tel peut être le cas lorsqu’un contrôleur d’accès fournit aux entreprises utilisatrices une place de marché en ligne ou une boutique d’applications logicielles, et que, parallèlement, il fournit des services en tant qu’entreprise fournissant des services de détail en ligne ou des applications logicielles. Afin d’empêcher les contrôleurs d’accès de tirer injustement profit de leur double rôle, il est nécessaire de veiller à ce qu’ils n’utilisent pas les données agrégées ou non agrégées, qui pourraient comprendre les données anonymisées et les données à caractère personnel qui ne sont pas accessibles au grand public, dans le but de fournir des services similaires à ceux de leurs entreprises utilisatrices. Cette obligation devrait s’appliquer au contrôleur d’accès dans son ensemble, et notamment mais pas exclusivement, à son unité opérationnelle qui est en concurrence avec les entreprises utilisatrices d’un service de plateforme essentiel."
REC_47,Recital,Recital (47),,"(47) Les entreprises utilisatrices peuvent également acheter des services de publicité en ligne à une entreprise fournissant des services de plateforme essentiels dans le but de fournir des biens et des services aux utilisateurs finaux. Dans ces circonstances, il peut arriver que les données ne soient pas générées dans le service de plateforme essentiel, mais soient fournies à ce service par l’entreprise utilisatrice, ou soient générées à partir des opérations qu’elle effectue par l’intermédiaire du service de plateforme essentiel concerné. Dans certains cas, ce service de plateforme essentiel fournissant de la publicité peut jouer un double rôle en tant qu’entreprise fournissant des services de publicité en ligne et en tant qu’entreprise fournissant des services entrant en concurrence avec ceux des entreprises utilisatrices. En conséquence, l’interdiction imposée à un contrôleur d’accès jouant un double rôle d’utiliser les données des entreprises utilisatrices devrait également s’appliquer aux données qu’un service de plateforme essentiel a reçues des entreprises aux fins de la fourniture de services de publicité en ligne liés à ce service de plateforme essentiel."
REC_48,Recital,Recital (48),,"(48) En ce qui concerne les services d’informatique en nuage, l’obligation de ne pas utiliser les données des entreprises utilisatrices devrait s’étendre aux données fournies ou générées par les entreprises utilisatrices dans le cadre de leur utilisation du service d’informatique en nuage du contrôleur d’accès, ou par l’intermédiaire de sa boutique d’applications logicielles qui permet aux utilisateurs finaux des services d’informatique en nuage d’accéder aux applications logicielles. Cette obligation ne devrait pas porter atteinte au droit du contrôleur d’accès d’utiliser des données agrégées pour la fourniture d’autres services fournis en accompagnement ou à l’appui de son service de plateforme essentiel, par exemple des services d’analyse de données, dans le respect du règlement (UE) 2016/679 et de la directive 2002/58/CE, ainsi que des obligations pertinentes du présent règlement relatives à ces services."
REC_49,Recital,Recital (49),,"(49) Un contrôleur d’accès peut recourir à divers moyens pour favoriser ses propres services ou produits ou ceux d’un tiers sur son système d’exploitation, son assistant virtuel ou son navigateur internet au détriment de services identiques ou similaires que les utilisateurs finaux pourraient obtenir par l’intermédiaire d’autres tiers. Cela peut notamment se produire lorsque certaines applications logicielles ou certains services sont préinstallés par le contrôleur d’accès. Pour permettre aux utilisateurs finaux de choisir, les contrôleurs d’accès ne devraient pas les empêcher de désinstaller toute application logicielle sur leur système d’exploitation. Il ne devrait être possible pour le contrôleur d’accès de restreindre cette désinstallation que lorsque ces applications logicielles sont essentielles au fonctionnement du système d’exploitation ou de l’appareil. Les contrôleurs d’accès devraient par ailleurs permettre aux utilisateurs finaux de modifier facilement les paramètres par défaut du système d’exploitation, de l’assistant virtuel et du navigateur internet lorsque ces paramètres par défaut favorisent leurs propres applications logicielles et services. Cela peut se faire notamment en présentant un choix à l’écran, lorsque l’utilisateur recourt pour la première fois à un moteur de recherche en ligne, à un assistant virtuel ou à un navigateur internet du contrôleur d’accès énuméré dans la décision de désignation, permettant aux utilisateurs finaux de sélectionner un autre service par défaut lorsque le système d’exploitation du contrôleur d’accès oriente les utilisateurs finaux vers ce moteur de recherche en ligne, cet assistant virtuel ou ce navigateur internet et lorsque l’assistant virtuel ou le navigateur internet du contrôleur d’accès oriente l’utilisateur vers le moteur de recherche en ligne énuméré dans la décision de désignation."
REC_50,Recital,Recital (50),,"(50) Les règles fixées par un contrôleur d’accès pour la distribution d’applications logicielles peuvent, dans certaines circonstances, restreindre la capacité des utilisateurs finaux d’installer et d’utiliser effectivement les applications logicielles ou les boutiques d’applications logicielles de tiers sur le matériel informatique ou les systèmes d’exploitation de ce contrôleur d’accès, et restreindre également la capacité des utilisateurs finaux d’accéder à de telles applications logicielles ou boutiques d’applications logicielles sans passer par les services de plateforme essentiels de ce contrôleur d’accès. De telles restrictions peuvent limiter la capacité des développeurs d’applications logicielles d’utiliser d’autres canaux de distribution et la capacité des utilisateurs finaux de choisir entre les différentes applications logicielles de différents canaux de distribution, et devraient être interdites comme étant déloyales et susceptibles d’affaiblir la contestabilité des services de plateforme essentiels. Afin de garantir la contestabilité, le contrôleur d’accès devrait en outre permettre aux applications logicielles ou boutiques d’applications logicielles de tiers de demander à l’utilisateur final de décider si ce service devrait devenir le service par défaut et de permettre que le changement soit effectué facilement. Le contrôleur d’accès concerné devrait pouvoir mettre en œuvre des mesures techniques ou contractuelles proportionnées dans le but d’éviter que les applications logicielles ou les boutiques d’applications logicielles de tiers ne compromettent l’intégrité du matériel informatique ou du système d’exploitation qu’il fournit, s’il démontre que ces mesures sont nécessaires et justifiées et qu’il n’existe aucun moyen moins restrictif de préserver cette intégrité. L’intégrité du matériel informatique ou du système d’exploitation devrait inclure tous les choix de conception qui doivent être mis en œuvre et faire l’objet d’une maintenance pour protéger le matériel informatique ou le système d’exploitation contre tout accès non autorisé, en veillant à ce que les contrôles de sécurité spécifiés pour le matériel informatique ou le système d’exploitation concerné ne puissent être compromis. En outre, afin de garantir que les applications logicielles ou boutiques d’applications logicielles de tiers ne compromettent pas la sécurité des utilisateurs finaux, le contrôleur d’accès devrait pouvoir mettre en œuvre des mesures et des paramètres strictement nécessaires et proportionnés, autres que les paramètres par défaut, permettant aux utilisateurs finaux de garantir efficacement la sécurité, pour ce qui concerne les applications logicielles ou boutiques d’applications logicielles de tiers, si le contrôleur d’accès démontre que de telles mesures et de tels paramètres sont strictement nécessaires et justifiés et qu’il n’existe pas de moyens moins restrictifs d’atteindre cet objectif. Le contrôleur d’accès devrait être empêché de mettre en œuvre de telles mesures en tant que paramètres par défaut ou fonctionnalités préinstallées."
REC_51,Recital,Recital (51),,"(51) Les contrôleurs d’accès sont souvent verticalement intégrés et proposent certains produits ou services aux utilisateurs finaux par l’intermédiaire de leurs propres services de plateforme essentiels ou d’une entreprise utilisatrice sur laquelle ils exercent un contrôle, ce qui entraîne fréquemment des conflits d’intérêts. Cette situation se présente notamment lorsqu’un contrôleur d’accès fournit ses propres services d’intermédiation en ligne au travers d’un moteur de recherche en ligne. Lorsqu’ils proposent ces produits ou services dans le service de plateforme essentiel, les contrôleurs d’accès peuvent assurer une meilleure position, en termes de classement, ainsi que pour l’indexation et l’exploration qui y sont liées, à leur propre offre par rapport à celle des produits ou services des tiers également actifs dans ce service de plateforme essentiel. Cela peut notamment se produire avec des produits ou des services, y compris d’autres services de plateforme essentiels, qui sont classés parmi les résultats communiqués par des moteurs de recherche en ligne ou qui sont partiellement ou entièrement intégrés dans les résultats de moteurs de recherche en ligne, les groupes de résultats spécialisés dans un domaine défini, ou affichés avec les résultats d’un moteur de recherche en ligne, qui sont considérés ou utilisés par certains utilisateurs finaux comme un service distinct du moteur de recherche en ligne ou additionnel. Les applications logicielles distribuées par l’intermédiaire de boutiques d’applications logicielles, ou les vidéos distribuées par l’intermédiaire de plateformes de partage de vidéos, ou les produits ou services mis en avant et affichés dans le fil d’actualité d’un service de réseau social en ligne, ou les produits ou services classés parmi des résultats de recherche ou affichés sur une place de marché en ligne, ou encore des produits ou services offerts par l’intermédiaire d’un assistant virtuel constituent d’autres exemples. Cette phase dans laquelle une position privilégiée est réservée à l’offre du contrôleur d’accès lui-même peut avoir lieu avant même qu’intervienne le classement à la suite d’une recherche, par exemple lors de l’exploration et de l’indexation. Par exemple, dès l’étape de l’exploration, un processus de découverte permettant de trouver des contenus nouveaux et mis à jour, ainsi que celle de l’indexation, qui implique le stockage et l’organisation des contenus trouvés au cours du processus d’exploration, le contrôleur d’accès peut favoriser son propre contenu par rapport à celui de tiers. Dans ces circonstances, le contrôleur d’accès joue un double rôle, en tant qu’intermédiaire vis-à-vis des entreprises tierces et en tant qu’entreprise fournissant directement des produits ou services. En conséquence, de tels contrôleurs d’accès sont en mesure de compromettre directement la contestabilité de ces produits ou services dans ces services de plateforme essentiels, au détriment des entreprises utilisatrices qui ne sont pas sous leur contrôle."
REC_52,Recital,Recital (52),,"(52) Dans ces circonstances, le contrôleur d’accès ne devrait accorder aux produits ou aux services qu’il fournit soit lui-même soit à travers une entreprise utilisatrice qu’il contrôle aucune forme de traitement différencié ou préférentiel en matière de classement, ainsi que pour l’indexation et l’exploration qui y sont liées, dans le service de plateforme essentiel, que ce soit par des moyens juridiques, commerciaux ou techniques. Afin que cette obligation soit effective, les conditions s’appliquant à un tel classement devraient être généralement équitables et transparentes. Dans ce contexte, le classement devrait couvrir toutes les formes de priorité relative, dont l’affichage, la notation, la création de liens hypertextes ou les résultats vocaux, et devrait également inclure les cas où un service de plateforme essentiel ne présente ou ne communique qu’un seul résultat à l’utilisateur final. Afin que cette obligation soit effective et ne puisse pas être contournée, il convient de l’appliquer également à toute mesure qui a un effet équivalent à un traitement différencié ou préférentiel en matière de classement. Les lignes directrices adoptées en vertu de l’article 5 du règlement (UE) 2019/1150 devraient également faciliter la mise en œuvre et le contrôle du respect de cette obligation."
REC_53,Recital,Recital (53),,"(53) Les contrôleurs d’accès ne devraient pas restreindre ou entraver le libre choix des utilisateurs finaux en empêchant techniquement ou de toute autre manière le changement vers d’autres applications logicielles ou services ou l’abonnement à d’autres applications logicielles ou services. Cela permettrait à un plus grand nombre d’entreprises de proposer leurs services, ce qui, en définitive, élargirait le choix offert aux utilisateurs finaux. Les contrôleurs d’accès devraient garantir ce libre choix, qu’ils soient ou non les fabricants du matériel informatique au moyen duquel se fait l’accès aux applications logicielles ou aux services, et ne devraient créer aucun obstacle artificiel, technique ou autre, visant à rendre impossible ou ineffectif le changement de plateforme. Ne devraient pas être considérées comme un obstacle interdit au changement de plateforme la simple offre d’un produit ou service donné aux consommateurs, y compris au moyen d’une préinstallation, de même que l’amélioration de l’offre pour les utilisateurs finaux, telle que des prix plus avantageux ou une qualité supérieure."
REC_54,Recital,Recital (54),,"(54) Les contrôleurs d’accès peuvent entraver la capacité des utilisateurs finaux d’accéder aux contenus et services en ligne, y compris les applications logicielles. Par conséquent, il convient d’établir des règles visant à empêcher que le comportement des contrôleurs d’accès compromette les droits des utilisateurs finaux à accéder à un internet ouvert. De même, il se peut que les contrôleurs d’accès limitent techniquement la capacité des utilisateurs finaux de changer effectivement d’entreprise fournissant un service d’accès à l’internet, en particulier grâce au contrôle qu’ils exercent sur le matériel informatique ou les systèmes d’exploitation. Cela fausse les conditions de concurrence pour les services d’accès à l’internet et, en fin de compte, nuit aux utilisateurs finaux. Il convient donc de veiller à ce que les contrôleurs d’accès ne restreignent pas indûment le choix des utilisateurs finaux en ce qui concerne l’entreprise fournissant des services d’accès à l’internet."
